127.0.0.1 - - [05/Dec/2024:08:11:55 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:45 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733365005879&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:45 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/favourites?_dc=1733365005921&userId=MOSTADMIN&systemCode=MOST&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:46 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733365005879&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 129348
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:46 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/favourites?_dc=1733365005921&userId=MOSTADMIN&systemCode=MOST&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:46 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733365006295&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:46 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733365006295&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 129348
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:46 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/basic/profile?_dc=1733365006532&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:46 +0700] "GET /MOST_PPSB_Web/rest/v1/basic/profile?_dc=1733365006532&page=1&start=0&limit=25 HTTP/1.1" 200 1901
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:49 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733365009197&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:49 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733365009197&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:49 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733365009730&code=MT&defaultCheck=Y&gridReference=refRehandleDataGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:49 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733365009728&code=MT&defaultCheck=Y&gridReference=refRehandleGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:49 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/comboList?_dc=1733365009731&searchType=initComboList&screanNm=RHDL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:49 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733365009747&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:50 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733365009747&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:50 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/comboList?_dc=1733365009731&searchType=initComboList&screanNm=RHDL&page=1&start=0&limit=25 HTTP/1.1" 200 189088
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:50 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733365009730&code=MT&defaultCheck=Y&gridReference=refRehandleDataGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:50 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733365009728&code=MT&defaultCheck=Y&gridReference=refRehandleGrid&page=1&start=0&limit=25 HTTP/1.1" 200 1091
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:52 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/list?_dc=1733365012235&table=&id=MOST.model.operation.SearchRehandlingParm-1&rhdlNo=&blNo=&vslCallId=&orgRefNo=&orgVslCallId=&orgBlSn=&orgCgNo=&cgNo=&nxVslCallId=&nxRefNo=&nxGrNo=&opeClassCd=&caTgNm=&pkgQty=0&wgt=0&msrmt=0&stsYn=&orgGrNo=&rhdlMode=&rhdlModeNm=&updDt=&rhdlPkgQty=0&rhdlWgt=0&rhdlMsrmt=0&balPkgQty=0&balWgt=0&balMsrmt=0&chk=&no=0&userId=&cgCoCd=&spCaCoCd=&cgCoNm=&spCaCoNm=&rhdlChk=&shuYn=&dmgYn=&jobNo=&blSn=&cgTpCd=&nxCgNo=&shipgNoteNo=&searchType=rhdlOp&jobGroup=&jobRhdlNo=&stat=&statNm=&fnlLoadYn=&fnlHoYn=&grNo=&rhdlGroupNo=&rhdlGroupYn=&linked=&whLocIds=&delvTpCd=&stRhdl=&endRhdl=&shiftDt=&shiftId=&items=&yardInDateFrom=06%2F09%2F2024&yardInDateTo=05%2F12%2F2024&authoType=&userType=I&ptnrCode=%20&masterBlNo=&bookingNo=&cmdtGrCd=&cmdtCd=&pkgNo=&shipgAgentCd=&sort=&page=1&start=0&limit=100 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:52 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/list?_dc=1733365012235&table=&id=MOST.model.operation.SearchRehandlingParm-1&rhdlNo=&blNo=&vslCallId=&orgRefNo=&orgVslCallId=&orgBlSn=&orgCgNo=&cgNo=&nxVslCallId=&nxRefNo=&nxGrNo=&opeClassCd=&caTgNm=&pkgQty=0&wgt=0&msrmt=0&stsYn=&orgGrNo=&rhdlMode=&rhdlModeNm=&updDt=&rhdlPkgQty=0&rhdlWgt=0&rhdlMsrmt=0&balPkgQty=0&balWgt=0&balMsrmt=0&chk=&no=0&userId=&cgCoCd=&spCaCoCd=&cgCoNm=&spCaCoNm=&rhdlChk=&shuYn=&dmgYn=&jobNo=&blSn=&cgTpCd=&nxCgNo=&shipgNoteNo=&searchType=rhdlOp&jobGroup=&jobRhdlNo=&stat=&statNm=&fnlLoadYn=&fnlHoYn=&grNo=&rhdlGroupNo=&rhdlGroupYn=&linked=&whLocIds=&delvTpCd=&stRhdl=&endRhdl=&shiftDt=&shiftId=&items=&yardInDateFrom=06%2F09%2F2024&yardInDateTo=05%2F12%2F2024&authoType=&userType=I&ptnrCode=%20&masterBlNo=&bookingNo=&cmdtGrCd=&cmdtCd=&pkgNo=&shipgAgentCd=&sort=&page=1&start=0&limit=100 HTTP/1.1" 200 7614
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:53 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733365013288&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:16:53 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733365013288&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:18:35 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733365115189&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:18:35 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733365115189&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:19:31 +0700] "OPTIONS /MOST_PPSB_Web/rest/auth/checkSession?_dc=1733365171425 HTTP/1.1" 202 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:19:32 +0700] "POST /MOST_PPSB_Web/rest/auth/checkSession?_dc=1733365171425 HTTP/1.1" 500 12051
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:19:36 +0700] "OPTIONS /MOST_PPSB_Web/rest/auth/token?_dc=1733365176631 HTTP/1.1" 202 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:19:36 +0700] "POST /MOST_PPSB_Web/rest/auth/token?_dc=1733365176631 HTTP/1.1" 200 1989
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:19:36 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733365176892&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:19:36 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733365176892&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 74597
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:19:37 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733365177138&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:19:37 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/favourites?_dc=1733365177481&userId=MOSTADMIN&systemCode=MOST&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:19:37 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/favourites?_dc=1733365177481&userId=MOSTADMIN&systemCode=MOST&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:19:37 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733365177138&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 129348
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:19:37 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733365177888&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:19:38 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733365177888&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 129348
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:19:38 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/basic/profile?_dc=1733365178247&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:19:38 +0700] "GET /MOST_PPSB_Web/rest/v1/basic/profile?_dc=1733365178247&page=1&start=0&limit=25 HTTP/1.1" 200 1901
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:07 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733365207172&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:07 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733365207172&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:07 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733365207697&code=MT&defaultCheck=Y&gridReference=refRehandleGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:07 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733365207699&code=MT&defaultCheck=Y&gridReference=refRehandleDataGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:07 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/comboList?_dc=1733365207701&searchType=initComboList&screanNm=RHDL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:07 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733365207704&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:07 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733365207697&code=MT&defaultCheck=Y&gridReference=refRehandleGrid&page=1&start=0&limit=25 HTTP/1.1" 200 1091
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:07 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733365207699&code=MT&defaultCheck=Y&gridReference=refRehandleDataGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:07 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733365207704&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:07 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/comboList?_dc=1733365207701&searchType=initComboList&screanNm=RHDL&page=1&start=0&limit=25 HTTP/1.1" 200 189088
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:16 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/popup/shipcallnopopup?_dc=1733365216096&scn=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:16 +0700] "GET /MOST_PPSB_Web/rest/v1/popup/shipcallnopopup?_dc=1733365216096&scn=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 5526
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:17 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/list?_dc=1733365217582&table=&id=MOST.model.operation.SearchRehandlingParm-1&rhdlNo=&blNo=&vslCallId=ASHL&orgRefNo=&orgVslCallId=&orgBlSn=&orgCgNo=&cgNo=&nxVslCallId=&nxRefNo=&nxGrNo=&opeClassCd=&caTgNm=&pkgQty=0&wgt=0&msrmt=0&stsYn=&orgGrNo=&rhdlMode=&rhdlModeNm=&updDt=&rhdlPkgQty=0&rhdlWgt=0&rhdlMsrmt=0&balPkgQty=0&balWgt=0&balMsrmt=0&chk=&no=0&userId=&cgCoCd=&spCaCoCd=&cgCoNm=&spCaCoNm=&rhdlChk=&shuYn=&dmgYn=&jobNo=&blSn=&cgTpCd=&nxCgNo=&shipgNoteNo=&searchType=rhdlOp&jobGroup=&jobRhdlNo=&stat=&statNm=&fnlLoadYn=&fnlHoYn=&grNo=&rhdlGroupNo=&rhdlGroupYn=&linked=&whLocIds=&delvTpCd=&stRhdl=&endRhdl=&shiftDt=&shiftId=&items=&yardInDateFrom=06%2F09%2F2024&yardInDateTo=05%2F12%2F2024&authoType=&userType=I&ptnrCode=%20&masterBlNo=&bookingNo=&cmdtGrCd=&cmdtCd=&pkgNo=&shipgAgentCd=&sort=&page=1&start=0&limit=100 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:18 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/list?_dc=1733365217582&table=&id=MOST.model.operation.SearchRehandlingParm-1&rhdlNo=&blNo=&vslCallId=ASHL&orgRefNo=&orgVslCallId=&orgBlSn=&orgCgNo=&cgNo=&nxVslCallId=&nxRefNo=&nxGrNo=&opeClassCd=&caTgNm=&pkgQty=0&wgt=0&msrmt=0&stsYn=&orgGrNo=&rhdlMode=&rhdlModeNm=&updDt=&rhdlPkgQty=0&rhdlWgt=0&rhdlMsrmt=0&balPkgQty=0&balWgt=0&balMsrmt=0&chk=&no=0&userId=&cgCoCd=&spCaCoCd=&cgCoNm=&spCaCoNm=&rhdlChk=&shuYn=&dmgYn=&jobNo=&blSn=&cgTpCd=&nxCgNo=&shipgNoteNo=&searchType=rhdlOp&jobGroup=&jobRhdlNo=&stat=&statNm=&fnlLoadYn=&fnlHoYn=&grNo=&rhdlGroupNo=&rhdlGroupYn=&linked=&whLocIds=&delvTpCd=&stRhdl=&endRhdl=&shiftDt=&shiftId=&items=&yardInDateFrom=06%2F09%2F2024&yardInDateTo=05%2F12%2F2024&authoType=&userType=I&ptnrCode=%20&masterBlNo=&bookingNo=&cmdtGrCd=&cmdtCd=&pkgNo=&shipgAgentCd=&sort=&page=1&start=0&limit=100 HTTP/1.1" 200 7614
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:19 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733365219066&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:19 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733365219066&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:19 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733365219427&vslCallId=ASHL&orgRefNo=SNASHL202411181&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:19 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733365219427&vslCallId=ASHL&orgRefNo=SNASHL202411181&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:20 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733365220678&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:20:20 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733365220678&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:21:47 +0700] "OPTIONS /MOST_PPSB_Web/rest/auth/checkSession?_dc=1733365307434 HTTP/1.1" 202 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:21:48 +0700] "POST /MOST_PPSB_Web/rest/auth/checkSession?_dc=1733365307434 HTTP/1.1" 500 11931
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:21:51 +0700] "OPTIONS /MOST_PPSB_Web/rest/auth/token?_dc=1733365311841 HTTP/1.1" 202 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:21:51 +0700] "POST /MOST_PPSB_Web/rest/auth/token?_dc=1733365311841 HTTP/1.1" 200 1989
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:21:51 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733365311981&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:21:52 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733365311981&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 74597
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:21:52 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733365312152&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:21:52 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/favourites?_dc=1733365312275&userId=MOSTADMIN&systemCode=MOST&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:21:52 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733365312152&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 129348
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:21:52 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/favourites?_dc=1733365312275&userId=MOSTADMIN&systemCode=MOST&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:21:52 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733365312657&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:21:52 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733365312657&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 129348
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:21:52 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/basic/profile?_dc=1733365312896&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:21:52 +0700] "GET /MOST_PPSB_Web/rest/v1/basic/profile?_dc=1733365312896&page=1&start=0&limit=25 HTTP/1.1" 200 1901
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:21:59 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733365319379&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:21:59 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733365319379&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:22:00 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733365320542&code=MT&defaultCheck=Y&gridReference=refRehandleGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:22:00 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733365320544&code=MT&defaultCheck=Y&gridReference=refRehandleDataGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:22:00 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/comboList?_dc=1733365320546&searchType=initComboList&screanNm=RHDL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:22:00 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733365320553&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:22:00 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733365320542&code=MT&defaultCheck=Y&gridReference=refRehandleGrid&page=1&start=0&limit=25 HTTP/1.1" 200 1091
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:22:01 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733365320553&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:22:01 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733365320544&code=MT&defaultCheck=Y&gridReference=refRehandleDataGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:22:01 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/comboList?_dc=1733365320546&searchType=initComboList&screanNm=RHDL&page=1&start=0&limit=25 HTTP/1.1" 200 189088
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:22:02 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/list?_dc=1733365322899&table=&id=MOST.model.operation.SearchRehandlingParm-1&rhdlNo=&blNo=&vslCallId=&orgRefNo=&orgVslCallId=&orgBlSn=&orgCgNo=&cgNo=&nxVslCallId=&nxRefNo=&nxGrNo=&opeClassCd=&caTgNm=&pkgQty=0&wgt=0&msrmt=0&stsYn=&orgGrNo=&rhdlMode=&rhdlModeNm=&updDt=&rhdlPkgQty=0&rhdlWgt=0&rhdlMsrmt=0&balPkgQty=0&balWgt=0&balMsrmt=0&chk=&no=0&userId=&cgCoCd=&spCaCoCd=&cgCoNm=&spCaCoNm=&rhdlChk=&shuYn=&dmgYn=&jobNo=&blSn=&cgTpCd=&nxCgNo=&shipgNoteNo=&searchType=rhdlOp&jobGroup=&jobRhdlNo=&stat=&statNm=&fnlLoadYn=&fnlHoYn=&grNo=&rhdlGroupNo=&rhdlGroupYn=&linked=&whLocIds=&delvTpCd=&stRhdl=&endRhdl=&shiftDt=&shiftId=&items=&yardInDateFrom=06%2F09%2F2024&yardInDateTo=05%2F12%2F2024&authoType=&userType=I&ptnrCode=%20&masterBlNo=&bookingNo=&cmdtGrCd=&cmdtCd=&pkgNo=&shipgAgentCd=&sort=&page=1&start=0&limit=100 HTTP/1.1" 200 -
